seriesuid,coordX,coordY,coordZ,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-83.13,165.045,-481.155,0.552734375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,89.10478311,196.3850837,-482.6179118,0.85693359375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-63.99,78.01,-496.69,0.884765625
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-59.02491402,168.7136829,-462.3251141,0.93798828125
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,57.14,204.0,-522.45,0.52099609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-95.9,142.2,-462.8,0.74755859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-62.1912365,155.225694,-464.527503,0.99658203125
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-65.89676491,206.8079258,-505.6947022,0.580078125
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-56.94010578,168.7570252,-425.0542708,0.78759765625
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-85.03,188.12,-483.36,0.984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-45.02432635,178.3451282,-488.9641529,0.85498046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,71.24347001,188.1299107,-481.0406266,0.90625
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-111.3319892,64.80635007,-500.3485269,0.517578125
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-56.73,210.84,-484.81,0.58984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-57.85,179.77,-486.04,0.5458984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-51.02,166.65,-446.6,0.55859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,75.43,224.07,-447.99,0.75830078125
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-65.91656898,171.9132044,-489.3114633,0.92236328125
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-78.77775933,225.5002815,-515.6912638,0.5615234375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-45.06,120.09,-447.57,0.849609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,87.11824625,185.1698218,-459.0144829,0.8701171875
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-46.80818013,126.3038509,-447.3483544,0.87158203125
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,31.93,188.21,-355.84,0.6689453125
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-52.58,170.32,-496.27,0.86474609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,-81.54362473,185.5910955,-487.8876024,0.8857421875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,131.097599,77.6833535,1759.99,0.60595703125
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-51.22,4.87,1783.7,0.5927734375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,22.21690613,92.59284443,1868.828233,0.982421875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-9.97,0.73,1756.105,0.69140625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,136.32,101.81,1716.62,0.54443359375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,83.78196579,64.10705643,1816.692059,0.83984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,152.09,64.03,1717.96,0.734375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,6.314297993,74.56193612,1746.853052,0.7578125
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,8.1661769,52.87342631,1881.388515,0.66943359375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,51.31,90.09,1884.38,0.58837890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,8.25,112.47,1777.11,0.66796875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,15.575,69.46,1688.4,0.8564453125
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,58.45,97.71,1842.47,0.5712890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-18.08959,94.727031,1770.0,0.8046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-65.025,98.955,1778.23,0.515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,58.06,90.74,1847.14,0.87353515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,112.942749,97.1617975,1709.535,0.56494140625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,127.3347648,114.28097,1736.098077,0.9873046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-52.73,107.56,1672.68,0.80712890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,6.210467565,33.63594927,1703.238777,0.6904296875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-88.12,36.68,1679.245,0.642578125
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,102.9,66.2,1723.85,0.75634765625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-53.176213,28.0861495,1711.665,0.9892578125
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-31.67580839,109.9117654,1670.687425,0.6845703125
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,139.8315179,61.7834059,1771.894425,0.61083984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,142.01,85.255,1785.335,0.703125
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-15.395419,65.6436615,1834.315,0.75732421875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-57.83136538,73.50031656,1790.97304,0.99853515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,128.6579637,103.7662379,1732.550902,0.86083984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,103.1408367,75.27998832,1733.853222,0.70849609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,112.72,2.4,1765.9,0.75927734375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,12.04435893,78.36361229,1752.866406,0.68505859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,90.16881217,67.42051123,1712.804502,0.7685546875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,113.4396926,81.5990114,1750.348381,0.5166015625
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-12.001043,87.1925755,1820.7175,0.5185546875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,95.5,125.78,1726.5,0.5751953125
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,79.31,84.27,1799.43,0.91796875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,80.8154718,82.11515015,1787.767748,0.94921875
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,84.67,39.56,1809.35,0.7822265625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-64.81826717,31.70836674,-147.2129536,0.81494140625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,127.0226344,-5.452812953,-196.4716775,0.97607421875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,47.50236246,100.0880016,-118.5044436,0.9697265625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-41.6283143,99.06929416,-120.9320425,0.580078125
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-63.65,133.83,-133.39,0.71630859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,49.4,71.0,-128.34,0.7578125
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,58.55100055,64.60302507,-147.6453667,0.68798828125
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-65.1,-21.47,-167.76,0.91796875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,70.91,-54.43,-168.46,0.74951171875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-120.865,69.465,-197.905,0.662109375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-25.13,61.25,-87.07,0.7138671875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,84.94,50.73,-128.47,0.66748046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-52.43,-38.145,-173.035,0.76416015625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-26.56,59.76,-92.43,0.91748046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-57.38,22.69,-120.75,0.935546875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,128.7383246,27.26562408,-203.8202532,0.81884765625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-38.62654752,55.37407736,-171.5505868,0.88916015625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,56.10426107,39.93837619,-100.4194109,0.533203125
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-52.99,132.12,-129.35,0.90625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-28.38877775,55.17525756,-185.2479412,0.90380859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,118.3373126,29.28481025,-203.4774612,0.697265625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,53.28195853,122.8038996,-222.1065853,0.580078125
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,70.62866675,34.9277995,-111.7975,0.712890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-47.70308526,134.480746,-167.5707337,0.9375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,47.6185688,103.0397836,-154.4308171,0.9375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-67.87,62.34,-165.87,0.6376953125
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-42.18,56.79,-179.95,0.95458984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-120.57,35.91,-185.925,0.9306640625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,49.75418708,66.56886574,-132.507871,0.7841796875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-56.65021842,55.83543001,-140.8640413,0.763671875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-70.48,120.605,-210.805,0.6171875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-74.545,39.08,-177.72,0.9599609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-44.145,71.185,-128.29,0.51123046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-53.52,64.69,-143.89,0.859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,50.77391973,75.09014612,-125.6613914,0.74169921875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,53.5330236,70.38744462,-170.9395567,0.73779296875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-55.16159917,63.20910237,-130.4301445,0.72216796875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-85.3851685,-0.608785,-171.535,0.74853515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-37.21,102.795,-72.455,0.943359375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-63.98069324,57.58466096,-69.30659228,0.5947265625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,48.125,-30.93,-110.855,0.98291015625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,42.81600675,90.4524745,-84.775,0.998046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-49.2,56.1,-133.25,0.94873046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-82.45,-49.48,-157.08,0.61572265625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-58.08,92.8,-153.72,0.61865234375
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-66.03,53.02,-69.83,0.50439453125
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-89.37,6.04,-172.25,0.681640625
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-50.23579179,69.11240748,-178.1491911,0.5654296875
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-37.05,55.64,-181.09,0.77880859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,6.33,101.64,-96.52,0.7529296875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-116.33,65.19,-55.8,0.701171875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-106.51,33.64,-8.77,0.54052734375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,25.5448842,46.36914839,18.37481818,0.54541015625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-97.17575514,-18.60963066,-37.52168584,0.5205078125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-107.21,-9.1,-33.34,0.6865234375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,31.102739,71.313375,-68.945,0.84228515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-67.96,42.06,-31.93,0.74755859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-64.65936004,18.25784148,1.196972336,0.685546875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-67.05004026,51.86621832,-7.833666027,0.787109375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,48.23391188,83.86058218,32.56181294,0.61962890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-86.89,58.18,-52.29,0.88818359375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-71.32555945,0.750073865,-34.30310423,0.6162109375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,32.96,75.7,-20.7,0.5595703125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-99.5,-2.79,-23.51,0.61328125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,26.42985,34.57047,18.75,0.56201171875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-56.75468537,43.12624493,17.19628646,0.8134765625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-59.72798313,78.27925281,-64.60534637,0.9521484375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-110.02,5.61,-20.7,0.71142578125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-50.46556938,-3.927931876,-19.65677278,0.89013671875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,24.55,80.61,-90.9,0.86474609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-63.06,-35.04,-29.13,0.7900390625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,48.887747,68.622437,29.64,0.7021484375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,63.39489969,30.93905149,31.76023672,0.9794921875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-110.9765645,25.0455701,-7.253709454,0.77392578125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,71.01962982,72.98020033,-79.55207061,0.71435546875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,37.74734867,40.55419145,0.081161819,0.6396484375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,29.6344682,66.00191761,-15.37710845,0.96923828125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-65.711208,96.819011,-70.545,0.80078125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,44.88,26.64,36.85,0.87744140625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-60.4655385,70.22935476,17.00218971,0.96826171875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,70.828538,43.702739,-34.795,0.869140625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-83.38,46.26,27.02,0.82763671875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,63.64540774,10.85913509,17.80194402,0.7060546875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,44.65207598,34.624545,30.91903028,0.91650390625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-42.9775064,7.661759252,61.71255618,0.689453125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-101.7959848,72.05126847,-64.51800931,0.85302734375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-85.49,85.51,8.77,0.87548828125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-23.1,-24.52,-31.93,0.91259765625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-81.98116906,54.5832215,-54.36303237,0.74609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,10.94322386,73.15705091,24.34910645,0.84033203125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-97.4,69.39,18.6,0.85595703125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-74.29051945,38.79278984,-39.18798307,0.912109375
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,41.37,62.38,61.42,0.69482421875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-67.26,96.03,-78.27,0.9169921875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,16.84,23.13,24.92,0.986328125
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,53.29,42.76,-74.76,0.72998046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-51.14,67.99,42.47,0.55712890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-98.8,49.77,22.11,0.56884765625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,17.54,62.38,44.57,0.6513671875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-54.64,-5.6,-17.19,0.572265625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,24.00386246,111.339097,-7.361790497,0.794921875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-44.83,59.58,48.08,0.94482421875
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-49.04,67.29,-55.8,0.650390625
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-69.36,40.65,-16.49,0.591796875
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-61.22856717,78.17411566,-171.5330243,0.96923828125
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-66.53102879,89.43809979,-172.7671431,0.71728515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-80.98,93.5,-187.12,0.5224609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-146.83,103.3,-200.53,0.849609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,13.67445809,102.0755419,-131.4659713,0.73828125
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,16.73447398,85.88469025,-149.2789337,0.79150390625
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-58.10895315,60.41963467,-101.5940306,0.53271484375
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,41.73557551,104.3076796,-167.4680139,0.59814453125
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-79.45,70.48125,-138.75,0.86376953125
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-101.3,61.27,-129.22,0.966796875
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,25.99141911,113.6276554,-178.6388659,0.90625
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,32.76142267,66.05444372,-123.1095868,0.68603515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,46.16471086,106.3841009,-171.8418557,0.673828125
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,44.79008234,91.94644461,-150.3575033,0.77001953125
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-76.08,-33.99,-119.33,0.9609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-53.66,76.68,-165.23,0.9501953125
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,23.24975097,75.59866718,-120.6290378,0.94775390625
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,94.77309909,30.0333043,-138.1469296,0.9990234375
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,26.44171429,40.70363969,-106.4226762,0.9541015625
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,31.09,87.89,-136.98,0.6220703125
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-49.77892169,69.3688434,-161.2694791,0.95263671875
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-83.22065058,57.07591374,-104.6582439,0.6572265625
